nohup: 忽略输入
/home/zhang_t/workspace/southner/model/ResAttentionNet.py:252: UserWarning: Implicit dimension choice for softmax has been deprecated. Change the call to include dim=X as an argument.
  fall_res[:,:,[6,7]] = self.softmax(fall_res[:,:,[6,7]])
/home/zhang_t/workspace/southner/utils/utils.py:103: UserWarning: indexing with dtype torch.uint8 is now deprecated, please use a dtype torch.bool instead. (Triggered internally at /opt/conda/conda-bld/pytorch_1670525551200/work/aten/src/ATen/native/IndexingUtils.h:27.)
  noo_pred_c = noo_pred[noo_pred_mask]
/home/zhang_t/workspace/southner/utils/utils.py:104: UserWarning: indexing with dtype torch.uint8 is now deprecated, please use a dtype torch.bool instead. (Triggered internally at /opt/conda/conda-bld/pytorch_1670525551200/work/aten/src/ATen/native/IndexingUtils.h:27.)
  noo_target_c = noo_target[noo_pred_mask]
/home/zhang_t/.conda/envs/mmwave/lib/python3.9/site-packages/torch/nn/_reduction.py:42: UserWarning: size_average and reduce args will be deprecated, please use reduction='sum' instead.
  warnings.warn(warning.format(ret))
/home/zhang_t/workspace/southner/utils/utils.py:133: UserWarning: indexing with dtype torch.uint8 is now deprecated, please use a dtype torch.bool instead. (Triggered internally at /opt/conda/conda-bld/pytorch_1670525551200/work/aten/src/ATen/native/IndexingUtils.h:27.)
  box_pred_response = box_pred[coo_response_mask].view(-1,3)
/home/zhang_t/workspace/southner/utils/utils.py:134: UserWarning: indexing with dtype torch.uint8 is now deprecated, please use a dtype torch.bool instead. (Triggered internally at /opt/conda/conda-bld/pytorch_1670525551200/work/aten/src/ATen/native/IndexingUtils.h:27.)
  box_target_response = box_target[coo_response_mask].view(-1,3)
/home/zhang_t/workspace/southner/utils/utils.py:140: UserWarning: indexing with dtype torch.uint8 is now deprecated, please use a dtype torch.bool instead. (Triggered internally at /opt/conda/conda-bld/pytorch_1670525551200/work/aten/src/ATen/native/IndexingUtils.h:27.)
  box_pred_not_response = box_pred[coo_not_response_mask].view(-1,3)
/home/zhang_t/workspace/southner/utils/utils.py:141: UserWarning: indexing with dtype torch.uint8 is now deprecated, please use a dtype torch.bool instead. (Triggered internally at /opt/conda/conda-bld/pytorch_1670525551200/work/aten/src/ATen/native/IndexingUtils.h:27.)
  box_target_not_response = box_target[coo_not_response_mask].view(-1,3)
/home/zhang_t/.conda/envs/mmwave/lib/python3.9/site-packages/torch/autograd/__init__.py:197: UserWarning: indexing with dtype torch.uint8 is now deprecated, please use a dtype torch.bool instead. (Triggered internally at /opt/conda/conda-bld/pytorch_1670525551200/work/aten/src/ATen/native/IndexingUtils.h:27.)
  Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
/home/zhang_t/workspace/southner/show_res.py:22: RuntimeWarning: divide by zero encountered in log
  return (np.log(data))/(max_val+1)*255
epoch:000 || batch 000 with loss:1018.660522 
epoch:000 || batch 010 with loss:910.684692 
epoch:000 || batch 020 with loss:590.881714 
epoch:000 || batch 030 with loss:689.198975 
epoch:000 || batch 040 with loss:618.404297 
epoch:000 || batch 050 with loss:586.384888 
epoch:000 || batch 060 with loss:557.563904 
epoch:000 || batch 070 with loss:383.133575 
epoch:000 || batch 080 with loss:429.581207 
epoch:000 || batch 090 with loss:452.903931 
epoch:000 || batch 100 with loss:418.176453 
epoch:000 || batch 110 with loss:403.548279 
epoch:000 || batch 120 with loss:441.746338 
epoch:000 || batch 130 with loss:291.505188 
epoch:000 || batch 140 with loss:415.347900 
epoch:000 || batch 150 with loss:327.434998 
epoch:000 || batch 160 with loss:327.351410 
epoch:000 || batch 170 with loss:369.170471 
epoch:000 || batch 180 with loss:330.072754 
epoch:000 || batch 190 with loss:471.719696 
epoch:000 || batch 200 with loss:343.757446 
epoch:000 || batch 210 with loss:351.941895 
epoch:000 || batch 220 with loss:374.664734 
epoch:000 || batch 230 with loss:382.397675 
epoch:000 || batch 240 with loss:322.284332 
epoch:000 || batch 250 with loss:431.453705 
epoch:000 || batch 260 with loss:267.465729 
epoch:000 || batch 270 with loss:398.986664 
epoch:000 || batch 280 with loss:398.576050 
epoch:000 || batch 290 with loss:302.214996 
epoch:000 || batch 300 with loss:341.292419 
epoch:000 || batch 310 with loss:392.059814 
epoch:000 || batch 320 with loss:331.262543 
epoch:000 || batch 330 with loss:436.514771 
epoch:000 || batch 340 with loss:320.052216 
epoch:000 || batch 350 with loss:294.889191 
epoch:000 || batch 360 with loss:366.130035 
epoch:000 || batch 370 with loss:292.099365 
epoch:000 || batch 380 with loss:217.287460 
epoch:001 || batch 000 with loss:379.191040 
epoch:001 || batch 010 with loss:330.243103 
epoch:001 || batch 020 with loss:353.542480 
epoch:001 || batch 030 with loss:317.623566 
epoch:001 || batch 040 with loss:270.862183 
epoch:001 || batch 050 with loss:353.249268 
epoch:001 || batch 060 with loss:316.284576 
epoch:001 || batch 070 with loss:314.680664 
epoch:001 || batch 080 with loss:254.474457 
epoch:001 || batch 090 with loss:392.946625 
epoch:001 || batch 100 with loss:307.796906 
epoch:001 || batch 110 with loss:319.074890 
epoch:001 || batch 120 with loss:405.237457 
epoch:001 || batch 130 with loss:378.278229 
epoch:001 || batch 140 with loss:213.352493 
epoch:001 || batch 150 with loss:315.302277 
epoch:001 || batch 160 with loss:288.260742 
epoch:001 || batch 170 with loss:300.083588 
epoch:001 || batch 180 with loss:222.975922 
epoch:001 || batch 190 with loss:284.829285 
epoch:001 || batch 200 with loss:275.858612 
epoch:001 || batch 210 with loss:344.464691 
epoch:001 || batch 220 with loss:227.102158 
epoch:001 || batch 230 with loss:327.875488 
epoch:001 || batch 240 with loss:425.074615 
epoch:001 || batch 250 with loss:255.856354 
